id,industria,sector
764,Auto Parts:O.E.M.,Consumer Discretionary
765,Biotechnology: Pharmaceutical Preparations,Health Care
766,Medical/Dental Instruments,Health Care
767,Military/Government/Technical,Consumer Discretionary
768,Finance: Consumer Services,Finance
769,Homebuilding,Real Estate
770,Property-Casualty Insurers,Finance
771,,
772,Biotechnology: Pharmaceutical Preparations,Health Care
773,Paints/Coatings,Consumer Discretionary
774,Semiconductors,Technology
775,Electric Utilities: Central,Utilities
776,Building Products,Consumer Discretionary
777,,
778,Biotechnology: Pharmaceutical Preparations,Health Care
779,Computer Software: Prepackaged Software,Technology
780,,
781,,
782,Biotechnology: Pharmaceutical Preparations,Health Care
783,Auto & Home Supply Stores,Consumer Discretionary
784,EDP Services,Technology
785,Electric Utilities: Central,Utilities
786,Medical/Dental Instruments,Health Care
787,Air Freight/Delivery Services,Consumer Discretionary
788,Medical Specialities,Health Care
789,Industrial Specialties,Industrials
790,Aerospace,Industrials
791,Aerospace,Industrials
792,Catalog/Specialty Distribution,Consumer Discretionary
793,Major Banks,Finance
794,,
795,,
796,,
797,,
798,,
799,,
800,,
801,,
802,,
803,,
804,Consumer Electronics/Appliances,Industrials
805,Medical Specialities,Health Care
806,,
807,,
808,Savings Institutions,Finance
809,Professional Services,Consumer Discretionary
810,Major Chemicals,Industrials
811,Containers/Packaging,Industrials
812,Recreational Games/Products/Toys,Consumer Discretionary
813,Other Consumer Services,Consumer Discretionary
814,Major Banks,Finance
815,Computer Software: Prepackaged Software,Technology
816,Major Banks,Finance
817,Major Banks,Finance
818,Oil Refining/Marketing,Energy
819,Major Banks,Finance
820,Trusts Except Educational Religious and Charitable,Finance
821,Business Services,Consumer Discretionary
822,Major Banks,Finance
823,Department/Specialty Retail Stores,Consumer Discretionary
824,EDP Services,Technology
825,Oil & Gas Production,Energy
826,Movies/Entertainment,Consumer Discretionary
827,Movies/Entertainment,Consumer Discretionary
828,Medical/Dental Instruments,Health Care
829,Computer Software: Prepackaged Software,Technology
830,EDP Services,Technology
831,Commercial Banks,Finance
832,Military/Government/Technical,Consumer Discretionary
833,Major Banks,Finance
834,Diversified Financial Services,Finance
835,Major Banks,Finance
836,Broadcasting,Consumer Discretionary
837,Recreational Games/Products/Toys,Consumer Discretionary
838,Biotechnology: Pharmaceutical Preparations,Health Care
839,Industrial Specialties,Health Care
840,Medical/Nursing Services,Health Care
841,Finance Companies,Finance
842,Professional Services,Consumer Discretionary
843,Engineering & Construction,Consumer Discretionary
844,,
845,Commercial Banks,Finance
846,Recreational Games/Products/Toys,Consumer Discretionary
847,Diversified Commercial Services,Miscellaneous
848,Consumer Electronics/Video Chains,Consumer Discretionary
849,Homebuilding,Consumer Discretionary
850,,
851,,
852,,
853,Medicinal Chemicals and Botanical Products,Health Care
854,,
855,Finance/Investors Services,Finance
856,Savings Institutions,Finance
857,,
858,Biotechnology: Pharmaceutical Preparations,Health Care
859,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
860,Telecommunications Equipment,Telecommunications
861,Biotechnology: Pharmaceutical Preparations,Health Care
862,Commercial Banks,Finance
863,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
864,Major Banks,Finance
865,Security Systems Services,Technology
866,EDP Services,Technology
867,Banks,Finance
868,Major Chemicals,Industrials
869,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
870,Commercial Banks,Finance
871,Blank Checks,Finance
872,Blank Checks,Finance
873,Blank Checks,Finance
874,Finance/Investors Services,Finance
875,Pharmaceuticals and Biotechnology,Health Care
876,Biotechnology: Pharmaceutical Preparations,Health Care
877,Finance/Investors Services,Finance
878,,
879,Finance/Investors Services,Finance
880,Biotechnology: Pharmaceutical Preparations,Health Care
881,Telecommunications Equipment,Industrials
882,Finance Companies,Finance
883,Restaurants,Consumer Discretionary
884,Real Estate Investment Trusts,Real Estate
885,Biotechnology: Pharmaceutical Preparations,Health Care
886,Precision Instruments,Health Care
887,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
888,Medical/Dental Instruments,Health Care
889,Medical/Dental Instruments,Health Care
890,Electrical Products,Consumer Discretionary
891,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
892,Retail: Computer Software & Peripheral Equipment,Technology
893,Retail: Computer Software & Peripheral Equipment,Technology
894,Wholesale Distributors,Consumer Discretionary
895,Other Consumer Services,Consumer Discretionary
896,Semiconductors,Technology
897,Semiconductors,Technology
898,Real Estate,Finance
899,,
900,,
901,Investment Managers,Finance
902,Electric Utilities: Central,Utilities
903,,
904,Electric Utilities: Central,Utilities
905,,
906,,
907,Plastic Products,Industrials
908,,
909,,
910,,
911,Blank Checks,Finance
912,Other Consumer Services,Consumer Discretionary
913,Major Banks,Finance
914,Diversified Financial Services,Finance
915,Restaurants,Consumer Discretionary
916,Restaurants,Consumer Discretionary
917,Major Banks,Finance
918,Finance Companies,Finance
919,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
920,Retail: Computer Software & Peripheral Equipment,Technology
921,Retail: Computer Software & Peripheral Equipment,Technology
922,Biotechnology: Pharmaceutical Preparations,Health Care
923,Biotechnology: Pharmaceutical Preparations,Health Care
924,Real Estate Investment Trusts,Real Estate
925,,
926,,
927,Major Banks,Finance
928,Finance Companies,Finance
929,Farming/Seeds/Milling,Consumer Staples
930,Trusts Except Educational Religious and Charitable,Finance
931,Investment Bankers/Brokers/Service,Finance
932,Other Specialty Stores,Consumer Discretionary
933,Investment Managers,Finance
934,,
935,Biotechnology: Pharmaceutical Preparations,Health Care
936,Trusts Except Educational Religious and Charitable,Finance
937,Office Equipment/Supplies/Services,Industrials
938,Office Equipment/Supplies/Services,Industrials
939,Packaged Foods,Consumer Staples
940,Diversified Commercial Services,Consumer Discretionary
941,Trusts Except Educational Religious and Charitable,Finance
942,Trusts Except Educational Religious and Charitable,Finance
943,Biotechnology: Pharmaceutical Preparations,Health Care
944,Trusts Except Educational Religious and Charitable,Finance
945,Restaurants,Consumer Discretionary
946,Consumer Electronics/Appliances,Industrials
947,Consumer Electronics/Appliances,Industrials
948,Consumer Electronics/Appliances,Industrials
949,Recreational Games/Products/Toys,Consumer Discretionary
950,Major Banks,Finance
951,Biotechnology: Pharmaceutical Preparations,Health Care
952,Electrical Products,Technology
953,Life Insurance,Finance
954,Life Insurance,Finance
955,Life Insurance,Finance
956,Life Insurance,Finance
957,Life Insurance,Finance
958,Life Insurance,Finance
959,Medical Specialities,Health Care
960,Farming/Seeds/Milling,Consumer Staples
961,Finance Companies,Finance
962,Savings Institutions,Finance
963,Real Estate Investment Trusts,Real Estate
964,Metal Mining,Basic Materials
965,Real Estate Investment Trusts,Real Estate
966,,
967,,
968,Major Banks,Finance
969,Finance/Investors Services,Finance
970,Biotechnology: Pharmaceutical Preparations,Health Care
971,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
972,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
973,Computer Software: Programming Data Processing,Technology
974,Department/Specialty Retail Stores,Consumer Discretionary
975,Computer Software: Prepackaged Software,Technology
976,,
977,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
978,EDP Services,Technology
979,EDP Services,Technology
980,Retail-Drug Stores and Proprietary Stores,Consumer Staples
981,Biotechnology: Laboratory Analytical Instruments,Industrials
982,,
983,Biotechnology: Commercial Physical & Biological Resarch,Health Care
984,Medical/Dental Instruments,Health Care
985,Medicinal Chemicals and Botanical Products,Health Care
986,Blank Checks,Finance
987,Blank Checks,Finance
988,Blank Checks,Finance
989,Agricultural Chemicals,Industrials
990,Marine Transportation,Consumer Discretionary
991,,
992,,
993,,
994,Medical/Dental Instruments,Health Care
995,,
996,Shoe Manufacturing,Consumer Discretionary
997,Trusts Except Educational Religious and Charitable,Finance
998,Consumer Electronics/Appliances,Industrials
999,Finance: Consumer Services,Finance
1000,Biotechnology: Pharmaceutical Preparations,Health Care
1001,Department/Specialty Retail Stores,Consumer Discretionary
1002,Medical Specialities,Health Care
1003,Restaurants,Consumer Discretionary
1004,Investment Managers,Finance
1005,Investment Managers,Finance
1006,Hospital/Nursing Management,Health Care
1007,Clothing/Shoe/Accessory Stores,Consumer Discretionary
1008,Electric Utilities: Central,Utilities
1009,Computer Software: Prepackaged Software,Technology
1010,Computer Software: Prepackaged Software,Technology
1011,Trusts Except Educational Religious and Charitable,Finance
1012,Transportation Services,Consumer Discretionary
1013,Oilfield Services/Equipment,Energy
1014,Major Banks,Finance
1015,Industrial Machinery/Components,Industrials
1016,Investment Bankers/Brokers/Service,Finance
1017,Radio And Television Broadcasting And Communications Equipment,Technology
1018,Savings Institutions,Finance
1019,Security Systems Services,Technology
1020,Computer Software: Prepackaged Software,Technology
1021,Blank Checks,Finance
1022,Blank Checks,Finance
1023,Blank Checks,Finance
1024,Blank Checks,Finance
1025,Construction/Ag Equipment/Trucks,Consumer Discretionary
1026,EDP Services,Technology
1027,Biotechnology: Pharmaceutical Preparations,Health Care
1028,,
1029,Engineering & Construction,Industrials
1030,Aerospace,Consumer Discretionary
1031,Aerospace,Consumer Discretionary
1032,,
1033,RETAIL: Building Materials,Consumer Discretionary
1034,Finance/Investors Services,Finance
1035,Blank Checks,Finance
1036,Blank Checks,Finance
1037,Medical/Dental Instruments,Health Care
1038,Commercial Banks,Finance
1039,EDP Services,Technology
1040,Investment Bankers/Brokers/Service,Finance
1041,Computer Software: Prepackaged Software,Technology
1042,Restaurants,Consumer Discretionary
1043,EDP Services,Technology
1044,Consumer Electronics/Appliances,Industrials
1045,Consumer Electronics/Appliances,Industrials
1046,Industrial Specialties,Consumer Discretionary
1047,Biotechnology: Pharmaceutical Preparations,Health Care
1048,Biotechnology: Pharmaceutical Preparations,Health Care
1049,Biotechnology: Pharmaceutical Preparations,Health Care
1050,Pharmaceuticals and Biotechnology,Health Care
1051,Blank Checks,Finance
1052,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1053,Other Consumer Services,Consumer Discretionary
1054,Commercial Banks,Finance
1055,Computer Software: Prepackaged Software,Technology
1056,Commercial Banks,Finance
1057,Computer Software: Prepackaged Software,Technology
1058,Trusts Except Educational Religious and Charitable,Finance
1059,Biotechnology: Pharmaceutical Preparations,Health Care
1060,Trusts Except Educational Religious and Charitable,Finance
1061,Industrial Machinery/Components,Industrials
1062,,
1063,,
1064,,
1065,,
1066,Trusts Except Educational Religious and Charitable,Finance
1067,,
1068,Computer Software: Prepackaged Software,Technology
1069,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
1070,Major Banks,Finance
1071,Biotechnology: Pharmaceutical Preparations,Health Care
1072,EDP Services,Technology
1073,Biotechnology: Pharmaceutical Preparations,Health Care
1074,Other Consumer Services,Consumer Discretionary
1075,Other Specialty Stores,Consumer Discretionary
1076,Medical/Dental Instruments,Health Care
1077,Medical/Dental Instruments,Health Care
1078,Building operators,Real Estate
1079,Consumer Electronics/Appliances,Industrials
1080,Blank Checks,Finance
1081,Consumer Electronics/Appliances,Industrials
1082,Building operators,Real Estate
1083,Real Estate Investment Trusts,Real Estate
1084,Oil & Gas Production,Energy
1085,Consumer Electronics/Appliances,Industrials
1086,Consumer Electronics/Appliances,Industrials
1087,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1088,Medical Specialities,Health Care
1089,Property-Casualty Insurers,Finance
1090,,
1091,Major Banks,Finance
1092,Industrial Machinery/Components,Technology
1093,Biotechnology: Pharmaceutical Preparations,Health Care
1094,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1095,Trusts Except Educational Religious and Charitable,Finance
1096,Blank Checks,Finance
1097,Advertising,Consumer Discretionary
1098,Blank Checks,Finance
1099,Blank Checks,Finance
1100,Industrial Machinery/Components,Industrials
1101,Trusts Except Educational Religious and Charitable,Finance
1102,Major Banks,Finance
1103,,
1104,Major Banks,Finance
1105,Biotechnology: Pharmaceutical Preparations,Health Care
1106,Medicinal Chemicals and Botanical Products,Health Care
1107,,
1108,Clothing/Shoe/Accessory Stores,Consumer Discretionary
