ticker,valor_actual,variacion,volumen,tipo
BAC^E,20.05,0.35,25185,1
BAC^K,24.29,0.15,38953,1
BAC^L,1150.85,5.85,4009,2
BAC^M,22.78,0.23,50741,1
BAC^N,21.33,0.13,55126,1
BAC^O,18.63,0.07,45689,1
BAC^P,17.58,0.08,56941,1
BAC^Q,18.24,1.401,88842,1
BAC^S,20.02,0.05,33422,1
BACA,10.10,-0.01,34100,1
BACK,0.16,16,1411659,1
BAER,4.52,0.22,8180,1
BAERW,0.13,24,89804,1
BAFN,14.58,5.849,313,1
BAH,93.08,1,706348,1
BAK,9.17,1.58,10933243,1
BALL,58.60,-0.66,2760562,1
BALY,15.82,0.62,271013,1
BAM,32.35,1.17,1260948,1
BANC,10.55,0.54,908264,1
BAND,11.51,0.39,875071,1
BANF,75.29,3.69,89017,1
BANFP,26.89,0,100,1
BANL,2.97,0.28,617834,1
BANR,45.16,1.56,353456,1
BANX,14.70,0.23,79940,1
BAOS,9.98,3.82,2685561,1
BAP,141.35,7.44,298034,2
BARK,1.02,0,1626317,1
BASE,15.51,0.48,89665,1
BATL,6.46,0.26,22419,1
BATRA,39.43,-0.57,65472,1
BATRK,38.54,-0.36,94768,1
BAX,46.05,0.76,3290093,1
BB,4.69,0.32,6475368,1
BBAI,2.74,0.21,5055690,1
BBAR,4.14,0.27,734030,1
BBCP,6.99,0.14,76928,1
BBD,3.01,0.19,46106799,1
BBDC,7.25,-0.05,857111,1
BBDO,2.55,0.05,65375,1
BBGI,1.01,0,24404,1
BBIG,0.20,263,7037988,1
BBIO,13.68,0.18,1476497,1
BBLG,0.19,-45,131554,1
BBLN,7.17,0.18,20471,1
BBN,17.89,0.06,104664,1
BBSI,79.84,1.36,77885,1
BBU,17.13,0.84,16228,1
BBUC,18.23,0.57,30863,1
BBVA,6.97,0.13,1682314,1
BBW,22.04,0.24,205524,1
BBWI,33.71,0.24,5333894,1
BBY,73.57,1.97,1383854,1
BC,82.67,2.33,895745,1
BC^A,25.02,601,12973,1
BC^B,25.33,0.08,2978,1
BC^C,25.40,0.23,7761,1
BCAB,3.60,-0.04,387157,1
BCAN,2.60,0.33,106022,1
BCAT,15.28,0.31,194756,1
BCBP,10.74,0.34,121151,1
BCC,70.14,2.51,557622,1
BCDA,2.00,-0.07,21802,1
BCDAW,0.77,0,1,1
BCE,48.13,0.53,1145569,1
BCEL,1.00,-0.02,96536,1
BCH,21.96,0.51,234973,1
BCLI,2.99,-0.21,210397,1
BCML,15.89,0.17,41309,1
BCO,63.29,2.93,345284,1
BCOV,3.77,0.29,249021,1
BCOW,6.69,3.399,20161,1
BCPC,128.46,-0.79,87673,2
BCRX,8.56,0.09,3223554,1
BCS,7.82,0.35,11865254,1
BCSA,10.40,0,38,1
BCSAU,10.48,0,11,1
BCSAW,0.04,-174,5214,1
BCSF,11.36,0.22,99906,1
BCTX,7.00,0,270305,1
BCTXW,2.94,908,1110,1
BCV,16.24,0.17,7739,1
BCV^A,23.94,0,280,1
BCX,9.26,0.11,300305,1
BCYC,21.74,0.84,283709,1
BDC,80.92,2.41,389955,1
BDJ,8.39,0.16,218714,1
BDL,27.37,7.567,256,1
BDN,3.86,0.26,4149042,1
BDRX,0.21,98,568442,1
BDSX,1.62,-0.01,132155,1
BDTX,1.97,0.23,141874,1
BDX,253.66,1.2,1467486,2
BDXB,50.18,0.15,152437,1
BE,17.00,0.86,2275240,1
BEAM,33.64,0.37,866501,1
BEAT,2.15,-406,115801,1
BEATW,0.45,1,2100,1
BECN,59.01,-0.86,685808,1
BEDU,1.99,35,2080,1
BEEM,9.70,0.53,81460,1
BEEMW,5.49,0,200,1
BEKE,16.03,0.22,2804847,1
BELFA,44.38,2.0784,368,1
BELFB,43.22,1.41,117215,1
BEN,25.54,0.44,2766755,1
BEP,31.47,1.94,224544,1
BEP^A,18.97,0.38,2387,1
BEPC,35.08,2.89,656905,1
BEPH,14.73,0.37,21730,1
BEPI,15.18,0.61,24612,1
BERY,57.66,1.21,784168,1
BEST,2.97,-0.01,21111,1
BF/A,65.58,0.39,17817,1
BF/B,64.67,0.35,1018686,1
BFAC,10.49,0,166184,1
BFAM,90.77,5.58,1213591,1
BFC,68.97,1.53,15450,1
BFH,24.94,1.24,672606,1
BFI,0.98,-94,27072,1
BFIIW,0.05,5,78970,1
BFIN,7.65,25,14646,1
BFK,9.96,0.06,149721,1
BFLY,2.15,0.1,1341858,1
BFRG,5.26,-0.01,430496,1
BFRGW,0.97,-211,18673,1
BFRI,0.60,25,71134,1
BFRIW,0.16,0,120,1
BFS,33.67,-1.69,47172,1
BFS^D,21.21,0.18,800,1
BFS^E,20.86,-0.34,3506,1
BFST,14.11,0.45,84907,1
BFZ,12.03,0.05,275881,1
BG,90.55,1.2,990339,1
BGB,10.70,0.01,59094,1
BGCP,4.17,0.12,2266601,1
BGFV,7.57,0.25,251411,1
BGH,13.08,0.16,46998,1
BGI,9.20,0.51,41586,1
BGNE,249.79,-10.82,243802,2
BGR,12.03,0.36,79620,1
BGRY,1.38,0.01,296585,1
BGRYW,0.33,7,14250,1
BGS,15.49,-0.4,1084745,1
BGSF,9.96,0.26,18044,1
BGT,11.40,0.11,105372,1
BGX,10.89,0.07,36158,1
BGXX,1.11,-0.06,1277645,1
BGY,5.63,0.07,471657,1
BH,191.05,6.86,5168,2
BHAC,10.32,0.02,310,1
BHACU,10.38,0.13,700,1
BHACW,0.04,-526,21940,1
BHAT,0.89,111,92258,1
BHB,23.12,1.38,42971,1
BHC,5.83,-0.06,4710611,1
BHE,21.25,-0.13,282039,1
BHF,42.93,2.22,590219,1
BHFAL,21.95,935,19337,1
BHFAM,13.90,0.93,78925,1
BHFAN,15.99,0.93,61353,1
BHFAO,22.91,635,25422,1
BHFAP,22.02,0.94,20475,1
BHG,0.15,51,1060547,1
BHIL,1.20,0.1,254608,1
BHK,11.05,-0.01,140374,1
BHLB,19.99,1.05,363980,1
BHM,18.10,0.12,23999,1
BHP,60.79,2.61,3144118,1
BHR,3.97,0.02,272183,1
BHR^B,15.56,-0.04,1449,1
BHR^D,22.85,-329,862,1
BHRB,78.70,-13.035,209,1
BHV,10.74,0.13,1071,1
BHVN,14.24,0.5,831479,1
BIAF,2.03,0.06,7396,1
BIAFW,0.26,-64,3804,1
BIDU,123.45,2.1,1554600,2
BIG,8.97,0.41,966913,1
BIGC,7.28,0.01,1080665,1
BIGZ,7.40,0.11,822431,1
BIIB,318.06,4.49,1734407,2
BILI,20.25,0.37,2982079,1
BILL,94.04,14.13,8361337,1
BIMI,0.91,-155,47185,1
BIO,385.24,-77.37,838932,2
BIO/B,467.95,0,1,2
BIOC,0.27,-18,111764,1
BIOL,0.20,-665,2378799,1
BIOR,2.57,0.11,51767,1
BIOS,10.49,5,257329,1
BIOSU,10.53,0,43,1
BIOSW,0.10,0,14,1
BIOX,10.44,-0.03,13017,1
BIP,35.54,0.27,710206,1
BIP^A,16.89,1.699,1353,1
BIP^B,16.63,0.01,8868,1
BIPC,43.33,1.07,361568,1
BIPH,15.83,174,8292,1
BIPI,15.80,0.14,19846,1
BIRD,1.31,0.11,2233673,1
BIT,14.85,0.36,77489,1
BITE,10.39,379,151,1
BITF,1.16,0.08,5933254,1
BIVI,8.16,0.8,223796,1
BJ,74.95,1.49,1441765,1
BJDX,0.33,0.02,44679,1
BJRI,30.86,-0.55,422100,1
BK,41.17,1.09,5034086,1
BKCC,3.10,0.05,157700,1
BKD,3.94,0.07,2352508,1
BKE,33.75,0.8,314689,1
BKH,66.14,0.27,358170,1
BKI,54.06,0.36,1135638,1
BKKT,1.47,0.1,744111,1
BKN,11.62,0.03,155273,1
BKNG,2569.30,-34.27,788161,2
BKR,28.22,1,7325725,1
BKSC,14.07,-0.27,5511,1
BKSY,1.17,0.03,1273360,1
BKT,12.58,0,32672,1
BKTI,13.60,-0.38,6346,1
BKU,18.19,0.57,2035847,1
BKYI,0.70,521,43793,1
BL,53.82,2.78,1634661,1
BLAC,10.15,-15,10592,1
BLACR,0.17,-6,20708,1
BLACU,10.33,-699,4382,1
BLACW,0.04,-201,4100,1
BLBD,19.13,0.6,144670,1
BLBX,2.99,0.07,30215,1
BLCM,0.40,201,6402844,1
BLCO,17.50,0,592365,1
BLD,215.07,4.09,213256,2
BLDE,2.64,0.1,210627,1
BLDEW,0.35,225,2361,1
BLDP,4.64,0.32,2904065,1
BLDR,111.25,4.46,2366059,2
BLE,10.44,0.09,136456,1
BLEU,10.29,0.05,185,1
BLEUW,0.03,0,58,1
BLFS,19.34,1.44,245751,1
BLFY,9.03,0.23,186748,1
BLIN,0.88,4,63720,1
BLK,644.48,12.82,484306,2
BLKB,70.00,-0.1,282717,1
BLMN,24.12,-0.27,1639315,1
BLND,0.63,48,1156130,1
BLNG,10.12,0.03,40505,1
BLNGU,10.10,501,400,1
BLNK,7.17,0.18,1327847,1
BLPH,9.07,-0.23,77849,1
BLRX,1.19,0.02,287779,1
BLTE,28.20,0.19,5208,1
BLU,14.49,-0.02,1557389,1
BLUA,10.22,0,20430,1
BLUE,4.37,0.08,3648627,1
BLW,13.19,0.18,62167,1
BLX,18.02,0.59,64614,1
BLZE,4.16,0.18,69702,1
BMA,17.80,0.99,188924,1
BMBL,17.52,-0.12,6076406,1
BME,41.71,0.33,19610,1
BMEA,32.52,0.51,578851,1
BMEZ,16.41,0.17,235235,1
BMI,139.26,1.88,135497,2
BML^G,20.50,45,15706,1
BML^H,20.38,-0.01,14716,1
BML^J,21.09,2.711,7153,1
BML^L,19.90,0.27,17718,1
BMN,25.20,-0.02,7443,1
BMO,87.97,3.47,904925,1
BMR,1.54,-0.04,1368,1
BMRA,1.45,0.07,36757,1
BMRC,14.56,0.74,251094,1
BMRN,96.63,1.18,934206,1
BMTX,2.82,-0.05,23832,1
BMY,68.14,1.32,8560976,1
BN,31.37,1.12,2033655,1
BNED,1.50,0.03,201643,1
BNGO,0.73,657,9237976,1
BNGOW,0.08,2,423,1
BNH,15.14,2.499,10474,1
BNIX,10.44,5,1000,1
BNIXR,0.17,0,100,1
BNIXW,0.05,-21,400,1
BNJ,14.79,2.899,16106,1
BNL,16.33,0.25,1076447,1
BNMV,0.07,3,538526,1
BNNR,10.29,0,284701,1
BNNRW,0.00,-255,15921,1
BNOX,2.29,-599,3677,1
BNR,2.94,0.03,24240,1
BNRE,31.64,0.8,13346,1
BNRG,1.01,0.04,37578,1
BNS,50.03,1.54,1963582,1
BNSO,2.85,-688,14462,1
BNTC,0.23,41,1047011,1
BNTX,108.43,0.79,1218005,2
BNY,10.30,0.14,108223,1
BOAC,10.03,-0.01,17679,1
BOC,20.14,0.11,203011,1
BOCN,10.48,0,24,1
BOCNU,10.52,-2.399,921,1
BODY,0.45,-399,464916,1
BOE,10.22,0.14,130542,1
BOH,43.71,3.06,970471,1
BOH^A,13.40,0.69,56253,1
BOKF,80.70,2.94,230370,1
BOLT,1.61,0.08,160567,1
BON,0.60,-95,1030534,1
BOOM,18.59,1.03,168381,1
BOOT,73.87,2.26,489464,1
BORR,7.08,0.31,883406,1
BOSC,2.74,1.182,1766,1
BOTJ,9.10,0.25,5287,1
BOWL,14.23,0.29,589405,1
BOX,26.57,0.55,927175,1
BOXL,0.34,79,277800,1
BP,37.13,1.02,9646419,1
BPAC,10.48,0,1,1
BPACU,10.45,0,100,1
BPACW,0.04,-5,2300,1
BPMC,56.23,-2.18,890212,1
BPOP,56.73,2.03,736920,1
BPOPM,25.05,0.39,2041,1
BPRN,26.14,0.19,27023,1
BPT,5.76,0.12,187312,1
BPTH,1.51,1.199,38035,1
BPTS,3.59,799,17432,1
BPYPM,14.36,0.26,16511,1
BPYPN,11.50,797,16597,1
BPYPO,12.55,0.1,14040,1
BPYPP,14.25,9,6541,1
BQ,2.02,3.301,82332,1
BR,152.87,-0.19,527373,2
BRAC,10.64,0,2,1
BRACR,0.19,0,230,1
BRAG,3.56,275,27645,1
BRBR,36.56,0.06,540062,1
BRBS,7.53,0.39,43001,1
BRC,50.89,0.78,140405,1
BRCC,5.38,0.24,310288,1
BRD,10.41,0.01,205,1
BRDG,8.56,0.03,106662,1
BRDS,0.13,53,3853477,1
BREA,2.39,-0.03,16937,1
BREZ,10.64,-6,543,1
BREZR,0.08,59,400,1
BREZW,0.07,8,54735,1
BRFH,1.21,99,7063,1
BRFS,1.35,0.04,1727932,1
BRID,12.97,0.42,6875,1
BRK/A,491840.00,2300,5745,2
BRK/B,323.88,3.88,3868755,2
BRKH,10.21,-0.02,1514,1
BRKHU,10.69,0,8,1
BRKHW,0.04,0,5000,1
BRKL,8.14,0.46,1178492,1
BRKR,78.53,-3.05,1318535,1
BRLI,11.06,0,36,1
BRLIW,0.02,11,18603,1
BRLT,3.78,0.15,33735,1
BRMK,4.85,0.21,846407,1
BRN,2.75,0.08,24439,1
BRO,65.31,1.2,985032,1
BROG,6.09,0.43,649,1
BROGW,0.08,187,336,1
BROS,32.63,0.85,938751,1
BRP,24.29,1.26,366387,1
BRQS,0.22,21,304080,1
BRSH,0.27,69,52205,1
BRSHW,0.12,-77,400,1
BRSP,5.36,0.13,1013353,1
BRT,17.42,0.39,44746,1
BRTX,4.40,0.29,48462,1
BRW,8.00,0.06,121804,1
BRX,21.36,0.39,2781563,1
BRY,7.02,285,822759,1
BRZE,28.90,1.36,1215600,1
BSAC,19.54,0.12,711288,1
BSAQ,10.26,0,5000,1
BSBK,8.22,-0.16,1581,1
BSBR,5.66,0.23,1143274,1
BSET,14.50,-0.1,25247,1
BSFC,0.11,0,724244,1
BSGM,1.35,-5,144734,1
BSIG,22.59,0.48,108532,1
BSL,12.54,0.06,34702,1
BSM,15.60,0.53,487423,1
BSQR,1.09,14,14127,1
BSRR,15.90,0.35,59256,1
BST,31.25,0.62,69041,1
BSTZ,16.52,0.22,147988,1
BSVN,24.03,0.89,33000,1
BSX,51.54,-0.4,9163095,1
BSX^A,124.34,-0.79,22713,2
BSY,42.60,0.36,942652,1
BTA,10.08,0.03,28665,1
BTAI,23.17,0.48,388656,1
BTB,0.82,-197,63985,1
BTBD,2.88,305,5010,1
BTBDW,0.21,0,1,1
BTBT,2.36,0.11,3495125,1
BTCM,2.94,0.01,127166,1
BTCS,1.23,0.06,102172,1
BTCY,0.62,-121,76764,1
BTDR,6.27,0.02,67934,1
BTE,3.56,0.12,1561276,1
BTG,4.12,-0.02,7422895,1
BTI,35.60,0.17,6099394,1
BTMD,6.41,0.42,17756,1
BTMDW,0.60,-0.04,144578,1
BTO,23.99,0.45,294781,1
BTOG,0.23,54,264263,1
BTT,21.23,0.09,113667,1
BTTR,0.36,-199,22335,1
BTTX,0.93,-43,209762,1
BTU,22.81,0.74,3156038,1
BTWN,10.08,-15,15540,1
BTWNU,10.12,-0.01,700,1
BTWNW,0.23,298,5575,1
BTZ,10.33,0.06,223367,1
BUD,64.83,-1.07,3518947,1
BUI,23.44,315,43725,1
BUR,13.42,0.3,597467,1
BURL,183.86,0.12,883144,2
BURU,0.93,145,79792,1
BUSE,17.99,0.89,242404,1
BV,6.54,0.44,513613,1
BVH,26.39,1.6,64323,1
BVN,7.23,-0.06,705871,1
BVS,0.98,524,69520,1
BVXV,1.94,0.02,15545,1
BW,6.04,0.29,413015,1
BW^A,16.93,-0.02,13231,1
BWA,44.61,1.81,3744582,1
BWAC,10.80,299,2771,1
BWACW,0.10,0,11099,1
BWAQR,0.08,0,3,1
BWAY,1.51,115,20076,1
BWB,8.73,0.47,113582,1
BWBBP,15.88,-367,3606,1
BWC,9.92,0.02,46188,1
BWCAW,0.08,69,120,1
BWEN,4.84,0.25,70816,1
BWFG,22.63,0.97,11849,1
BWG,7.91,0.09,30047,1
BWMN,29.89,1.26,39109,1
BWMX,12.04,-0.06,31988,1
BWNB,21.00,621,15423,1
BWSN,24.10,0.07,7053,1
BWV,1.04,0.02,75441,1
BWXT,65.23,1.12,609754,1
BX,82.16,1.45,3865159,1
BXC,72.38,2.81,87299,1
BXMT,17.51,0.61,3204355,1
BXMX,13.21,0.16,112881,1
BXP,51.93,1.27,1191910,1
BXRX,0.76,-204,246868,1
BXSL,25.69,0.6,467573,1
BY,18.38,1.51,220755,1
BYD,70.60,2.61,1097934,1
BYFC,0.92,0.05,126752,1
BYM,11.35,0.17,76738,1
BYN,10.31,0,111,1
BYND,12.91,0.08,1124734,1
BYNO,10.43,0,1601,1
BYNOU,10.44,9,991,1
BYNOW,0.04,-75,4051,1
BYRN,5.05,0.22,54614,1
BYSI,0.98,835,74249,1
BYTS,10.06,0.01,612,1
BYTSW,0.09,-8,31255,1
BZ,18.71,-0.4,1735896,1
BZFD,0.58,-315,1542262,1
BZFDW,0.05,-12,11640,1
BZH,20.49,0.53,398277,1
BZUN,4.63,0.08,335457,1
C,46.32,1.42,13380512,1
C^J,25.43,0.28,84243,1
C^K,24.88,0.1,178078,1
C^N,28.50,0.13,76060,1
CAAP,11.36,0.09,109150,1
CAAS,4.46,-0.04,64587,1
CABA,12.58,0.37,342626,1
CABO,697.19,3.21,80572,2
CAC,30.28,1.3,50249,1
CACC,450.27,11.81,39547,2
CACI,305.69,2.14,157180,2
CACO,0.94,194,22320,1
CADE,19.11,1.2,1677549,1
CADE^A,18.95,0.97,21889,1
CADL,1.65,-0.05,17076,1
CAE,22.09,0.39,102114,1
CAF,13.79,0,15006,1
CAG,37.82,0.2,1972844,1
CAH,83.20,2.37,2739164,1
CAKE,32.79,0.08,1137956,1
CAL,22.96,0.72,378059,1
CALB,14.32,1.14,26648,1
CALM,50.42,1.74,1132388,1
CALT,25.61,1.3122,5550,1
CALX,42.73,-0.31,870128,1
CAMP,2.01,0,129089,1
CAMT,26.88,1.06,50920,1
CAN,2.61,-0.07,2254108,1
CANB,0.51,-0.04,5689,1
CANF,2.11,-0.01,37476,1
CANG,1.11,0.02,42703,1
CANO,1.11,0.11,1970169,1
CAPL,20.27,0.65,29535,1
CAPR,3.92,0.15,77484,1
CAR,167.47,5.2,441501,2
CARA,4.39,0.04,302428,1
CARE,13.36,0.55,61169,1
CARG,16.16,655,907297,1
CARM,5.54,0.44,224601,1
CARR,42.38,1.28,6581644,1
CARS,17.64,0.53,631068,1
CARV,4.48,0.08,15097,1
CASA,1.18,-0.06,186891,1
CASH,44.66,1.8,270382,1
CASI,2.57,-0.31,12824,1
CASS,37.16,1.09,43432,1
CASY,233.66,-4.25,212614,2
CAT,215.09,4.71,2716326,2
CATC,48.83,1.93,51821,1
CATO,8.33,0.11,46485,1
CATX,0.66,311,1064474,1
CATY,29.62,0.85,652588,1
CB,198.93,3.46,1395798,2
CBAN,9.18,0.23,44306,1
CBAT,0.75,17,115920,1
CBAY,10.51,0.24,979559,1
CBD,3.03,0.01,2272992,1
CBFV,19.20,-1.05,4782,1
CBH,8.53,0.06,27470,1
CBIO,0.21,-44,24375,1
CBL,23.07,0.67,63693,1
CBNK,15.99,0.29,11242,1
CBOE,136.58,-0.49,962858,2
CBRE,74.55,0.89,1671287,1
CBRG,9.65,-0.83,51878,1
CBRGW,0.07,0,1,1
CBRL,103.61,0.75,287651,2
CBSH,51.53,0.89,902083,1
CBT,71.32,2.32,289274,1
CBU,48.54,1.21,395897,1
CBZ,50.04,0.49,221098,1
CC,29.51,1.01,1004865,1
CCAI,10.40,0,54,1
CCAIU,10.51,0,55,1
CCAIW,0.03,0,11,1
CCAP,13.48,0.25,93774,1
CCB,35.36,1.54,69240,1
CCBG,30.33,1.22,28991,1
CCCC,3.29,0.06,672203,1
CCCS,8.93,-0.42,2277121,1
CCD,22.00,0.33,31815,1
CCEL,4.87,-0.13,5154,1
CCEP,65.60,-0.4,1279021,1
CCF,111.94,1.05,19369,2
CCI,118.50,0.9,2382326,2
CCJ,27.56,0.95,2788597,1
CCK,85.73,0.93,704307,1
CCL,10.01,0.62,52087986,1
CCLD,3.18,0.22,23832,1
CCLDO,23.07,-0.18,6803,1
CCLDP,26.54,-0.25,13090,1
CCLP,1.17,0.02,15245,1
CCM,1.39,0,1623,1
CCNE,17.97,0.64,52265,1
CCNEP,18.39,0.06,14463,1
CCO,1.30,0.05,1011383,1
CCOI,66.91,-2.92,418488,1
CCRD,24.26,-0.73,15302,1
CCRN,23.50,1.04,1054083,1
CCS,65.24,0.86,136956,1
CCSI,36.86,0.51,133171,1
CCTS,10.46,0,5620,1
CCTSW,0.03,-144,24675,1
CCU,16.79,0.01,70054,1
CCV,10.07,0,7841,1
CCVI,10.17,15,930582,1
CCZ,58.98,-0.02,122,1
CD,6.08,-0.01,572982,1
CDAQ,10.26,0,6284,1
CDAQU,10.25,0,2,1
CDAY,56.70,-0.5,2347135,1
CDE,3.55,-0.06,6404536,1
CDIO,1.94,-0.19,92291,1
CDIOW,0.16,-56,2542,1
CDLX,6.03,-2.26,3720426,1
CDMO,18.54,0.07,286391,1
CDNA,8.39,-0.22,591235,1
CDNS,205.24,0.21,1749068,2
CDR^B,16.40,-1.896,7533,1
CDR^C,12.00,-0.03,17373,1
CDRE,20.96,0.65,32244,1
CDRO,2.72,-0.08,2901,1
CDROW,0.09,-96,100,1
CDTX,1.05,0.04,826615,1
CDW,165.99,2.13,1088924,2
CDXC,1.36,0.01,70293,1
CDXS,3.76,-0.19,1182808,1
CDZI,4.18,0.17,281423,1
CDZIP,17.06,0,23,1
CE,105.90,4.75,1293241,2
CEAD,0.84,266,16915,1
CEADW,0.06,98,2000,1
CECO,11.53,0.27,253282,1
CEE,8.34,885,4964,1
CEG,79.49,0.9,2359297,1
CEI,1.28,0.04,505402,1
CEIX,62.51,1.14,483615,1
CELC,9.68,-0.07,30909,1
CELH,104.26,4.22,1072028,2
CELL,0.95,289,290308,1
CELU,0.51,33,332419,1
CELUW,0.05,-207,2351,1
CELZ,0.64,47,296002,1
CEM,31.91,1.01,40190,1
CEN,18.36,0.13,17912,1
CENN,0.38,-2,1196876,1
CENT,38.79,0.07,40031,1
CENTA,37.26,0.06,157789,1
CENX,8.29,0.36,986725,1
CEPU,6.00,0.33,81505,1
CEQP,23.95,0.31,429749,1
CEQP^,8.96,-601,130567,1
CERE,32.51,1.1,810430,1
CERS,2.28,-0.03,1337129,1
CERT,23.11,0.78,1194384,1
CET,34.31,0.41,7872,1
CETU,10.17,0.01,105362,1
CETUR,0.22,0,87,1
CETUU,10.43,0,1,1
CETUW,0.06,0,87,1
CETX,8.80,-10.599,18479,1
CETXP,0.60,-0.02,8728,1
CETY,2.07,0.26,99431,1
CEV,10.09,-0.03,18818,1
CEVA,25.62,1.01,275433,1
CF,69.64,-0.43,3318952,1
CFB,9.98,0.29,152630,1
CFBK,15.95,-0.02,1426,1
CFFE,10.71,0,2,1
CFFEW,0.04,47,100,1
CFFI,50.97,2.27,6307,1
CFFN,5.67,0.13,1149769,1
CFFS,10.36,0,100,1
CFFSU,10.39,0.02,1200,1
CFFSW,0.10,0,484,1
CFG,26.44,1.59,10434669,1
CFG^D,20.41,0.42,83030,1
CFG^E,16.40,1.33,230810,1
CFIV,10.42,-0.04,763,1
CFIVU,10.38,0,2000,1
CFIVW,0.07,9,32040,1
CFLT,22.66,-0.54,5448890,1
CFMS,1.33,0.05,31590,1
CFR,102.17,8.75,1249892,2
CFR^B,17.11,1.14,25869,1
CFRX,1.75,0,375419,1
CFSB,6.64,0,5197,1
CG,26.70,0.98,6057240,1
CGA,3.39,0.01,38471,1
CGABL,18.24,0.57,12469,1
CGAU,6.86,0.08,137600,1
CGBD,13.57,0.32,161839,1
CGC,1.34,0.09,16973644,1
CGEM,9.58,-0.02,129934,1
CGEN,0.63,0,160498,1
CGNT,4.24,0.09,140891,1
CGNX,49.60,-0.89,881720,1
CGO,9.28,195,16788,1
CGRN,1.26,211,14168,1
CGTX,1.56,-0.11,44312,1
CHAA,10.36,0.09,17604,1
CHCI,4.35,-0.33,26520,1
CHCO,91.37,1.65,107142,1
CHCT,36.51,0.17,108141,1
CHD,97.53,-0.13,1114709,1
CHDN,296.26,7.78,141462,2
CHE,550.70,5.99,54077,2
CHEA,10.59,0,101,1
CHEAU,10.64,-72,1022,1
CHEAW,0.02,-135,194,1
CHEF,34.77,0.75,285451,1
CHEK,1.39,0.08,26065,1
CHGG,10.14,0.7,8726757,1
CHH,129.27,1.28,337382,2
CHI,10.46,165,127704,1
CHK,78.64,1.67,1431378,1
CHKEL,59.14,-0.07,408,1
CHKEW,65.92,0,3,1
CHKEZ,65.95,0,2,1
CHKP,120.96,2.5,963854,2
CHMG,36.00,0.83,7818,1
CHMI,5.27,0.15,236459,1
CHMI^A,21.25,-0.35,7954,1
CHMI^B,20.48,-0.07,2251,1
CHN,11.79,0.04,12774,1
CHNR,2.59,0.1,4098,1
CHPT,8.77,0.06,5040949,1
CHRD,138.97,5.04,403810,2
CHRS,7.38,0.06,583974,1
CHRW,104.50,1.76,842987,2
CHS,5.07,0.16,1356483,1
CHSCL,25.80,0.15,10056,1
CHSCM,24.62,0.17,17157,1
CHSCN,24.65,0.12,18459,1
CHSCO,25.77,0.17,12067,1
CHSCP,28.84,0.06,13347,1
CHSN,1.81,-0.1,165742,1
CHT,41.51,0.23,83734,1
CHTR,350.85,2.07,854324,2
CHUY,35.59,0.69,160053,1
CHW,5.87,0.1,157810,1
CHWY,33.12,1.07,6784502,1
CHX,27.17,1.16,1198024,1
CHY,10.60,0.15,121579,1
CI,260.74,17.05,3767920,2
CIA,1.74,-0.04,39294,1
CIB,24.99,1.26,748042,1
CIDM,0.33,-401,2943851,1
CIEN,44.08,0.26,1489600,1
CIF,1.64,47,50210,1
CIFR,2.21,-0.17,1029251,1
CIFRW,0.33,356,4574,1
CIG,2.37,-0.01,5272669,1
CIGI,90.82,0.66,134510,1
CII,17.78,0.31,40798,1
CIK,2.71,0.03,354425,1
CIM,5.19,0.12,2476834,1
CIM^A,19.50,4.057,2042,1
CIM^B,19.60,0.19,23524,1
CIM^C,18.03,325,9280,1
CIM^D,19.22,0.27,17804,1
CINF,105.24,1.23,593264,2
CING,1.08,-96,17049,1
CINGW,0.08,-1,7216,1
CINT,3.71,-0.12,72573,1
CIO,5.18,-0.4,975951,1
CIO^A,15.40,-685,19599,1
CION,9.35,0.22,139806,1
CIR,27.25,0.98,156473,1
CISO,0.24,-217,1436027,1
CITE,10.59,0,3161,1
CIVB,14.95,0.29,35818,1
CIVI,67.49,2.37,554448,1
CIX,18.90,0.17,12220,1
CIZN,12.67,1.179,1263,1
CJJD,0.86,-119,4457165,1
CKPT,3.02,-0.11,134572,1
CKX,9.54,-29,422,1
CL,80.59,-0.2,5359266,1
CLAR,8.55,35,254029,1
CLAY,10.66,0,1,1
CLAYW,0.04,0,8,1
CLB,21.89,0.43,239947,1
CLBK,16.38,1.26,375457,1
CLBR,10.16,0,7513,1
CLBT,5.40,-0.01,63014,1
CLBTW,0.77,0,3,1
CLCO,12.11,0.42,41616,1
CLDT,10.23,0.22,195519,1
CLDT^A,20.61,0.13,23951,1
CLDX,33.28,1.79,672619,1
CLEU,0.74,-802,135651,1
CLF,14.93,0.67,9248527,1
CLFD,35.27,-6.87,2328644,1
CLGN,6.82,-944,7336,1
CLH,135.70,-0.84,481254,2
CLIN,10.33,0,3846,1
CLINR,0.19,1,160,1
CLINW,0.06,156,2700,1
CLIR,0.99,-0.02,24573,1
CLLS,1.90,0.02,162929,1
CLM,7.85,0.07,779767,1
CLMB,48.37,2.08,12819,1
CLMT,17.44,1.41,125498,1
CLNE,4.29,0.15,1379418,1
CLNN,0.94,197,33622,1
CLOE,11.25,0,1,1
CLOER,0.08,-38,17200,1
CLOV,0.81,512,5805245,1
CLPR,5.57,0.24,33263,1
CLPS,1.13,202,10626,1
CLPT,9.56,0.21,51133,1
CLRB,1.46,-0.02,33316,1
CLRC,10.46,0,51,1
CLRCR,0.10,-0.02,913,1
CLRCU,10.61,0.1,200,1
CLRO,1.22,0,17487,1
